offense_id,occur_date,occur_day,occur_time,beat,zone,ibr_code,uc2_literal,neighborhood,npu,lat,long
212131141,2021-08-01,Sunday,14:45:00,504,5,13A,Agg Assault,Downtown,M,33.764943,-84.395777
212131174,2021-08-01,Sunday,15:37:00,313,3,23C,Larceny Non Vehicle,South River Gardens,Z,33.655432,-84.366761
212131181,2021-08-01,Sunday,01:23:00,102,1,220,Burglary,Vine City,L,33.757416,-84.416992
212131197,2021-07-31,Saturday,00:00:00,303,3,23F,Larceny From Vehicle,Mechanicsville,V,33.740244,-84.404327
212131205,2021-08-01,Sunday,15:53:00,401,4,23H,Larceny Non Vehicle,West End,T,33.737922,-84.415202
212131254,2021-07-31,Saturday,23:30:00,206,2,23H,Larceny Non Vehicle,South Tuxedo Park,B,33.84192,-84.37895
212131257,2021-08-01,Sunday,16:20:00,102,1,23F,Larceny From Vehicle,Vine City,L,33.754977,-84.417033
212131263,2021-08-01,Sunday,16:25:00,311,3,240,Auto Theft,Glenrose Heights,Z,33.67632,-84.39461
212131297,2021-08-01,Sunday,16:51:00,405,4,23H,Larceny Non Vehicle,Harland Terrace,I,33.753177,-84.472474
212131304,2021-08-01,Sunday,12:00:00,111,1,220,Burglary,Adamsville,H,33.76524,-84.49992
212131346,2021-08-01,Sunday,17:15:00,112,1,13A,Agg Assault,Collier Heights,I,33.77571,-84.494283
212131382,2021-08-01,Sunday,12:16:00,507,5,23F,Larceny From Vehicle,Downtown,M,33.756842,-84.395357
212131424,2021-08-01,Sunday,18:20:00,311,3,13A,Agg Assault,Glenrose Heights,Z,33.680811,-84.394934
212131425,2021-08-01,Sunday,17:43:00,309,3,23H,Larceny Non Vehicle,Perkerson,X,33.682743,-84.409012
212131473,2021-08-01,Sunday,18:55:00,506,5,23C,Larceny Non Vehicle,English Avenue,L,33.772828,-84.41076
212131492,2021-08-01,Sunday,16:00:00,208,2,23C,Larceny Non Vehicle,Buckhead Forest,B,33.846085,-84.374748
212131497,2021-08-01,Sunday,19:09:00,407,4,13A,Agg Assault,Adamsville,H,33.764076,-84.513416
212131557,2021-08-01,Sunday,19:53:00,110,1,23D,Larceny Non Vehicle,Grove Park,J,33.782562,-84.454118
212131588,2021-07-31,Saturday,01:00:00,212,2,23H,Larceny Non Vehicle,Lindridge/Martin Manor,F,33.820211,-84.353707
212131669,2021-08-01,Sunday,21:02:00,106,1,09A,Homicide,Bankhead,K,33.770737,-84.418506
212131681,2021-08-01,Sunday,20:30:00,103,1,120,Robbery,Bolton,D,33.816508,-84.451275
212131690,2021-08-01,Sunday,20:55:00,602,6,23H,Larceny Non Vehicle,Inman Park,N,33.761771,-84.359793
212131693,2021-07-31,Saturday,15:00:00,309,3,23H,Larceny Non Vehicle,Perkerson,X,33.68986,-84.408064
212131725,2021-08-01,Sunday,21:57:00,303,3,240,Auto Theft,Mechanicsville,V,33.742599,-84.397826
212131831,2021-08-01,Sunday,22:00:00,510,5,23F,Larceny From Vehicle,Downtown,M,33.758868,-84.385951
212131839,2021-08-01,Sunday,23:27:00,503,5,23F,Larceny From Vehicle,Midtown,E,33.786132,-84.385892
212131872,2021-08-01,Sunday,22:56:00,304,3,23F,Larceny From Vehicle,Summerhill,V,33.738249,-84.383948
212140024,2021-08-01,Sunday,18:12:00,507,5,240,Auto Theft,Castleberry Hill,M,33.748717,-84.399557
212140040,2021-08-01,Sunday,23:50:00,507,5,23H,Larceny Non Vehicle,Castleberry Hill,M,33.745934,-84.403002
212140045,2021-08-02,Monday,00:31:00,512,5,23F,Larceny From Vehicle,Downtown,M,33.746559,-84.394026
212140077,2021-08-02,Monday,00:58:00,305,3,13A,Agg Assault,The Villages at Carver,Y,33.714439,-84.391014
212140085,2021-08-02,Monday,01:05:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.753855,-84.374298
212140112,2021-08-02,Monday,01:20:00,401,4,23F,Larceny From Vehicle,West End,T,33.731485,-84.421452
212140135,2021-08-01,Sunday,23:15:00,411,4,23F,Larceny From Vehicle,Greenbriar,R,33.690451,-84.489634
212140165,2021-08-02,Monday,04:37:00,510,5,23F,Larceny From Vehicle,Downtown,M,33.755532,-84.380242
212140181,2021-08-02,Monday,02:25:00,212,2,23D,Larceny Non Vehicle,Lindridge/Martin Manor,F,33.813756,-84.355514
212140181,2021-08-02,Monday,02:25:00,212,2,13A,Agg Assault,Lindridge/Martin Manor,F,33.813756,-84.355514
212140196,2021-08-02,Monday,02:50:00,303,3,240,Auto Theft,Mechanicsville,V,33.739575,-84.398248
212140281,2021-08-02,Monday,04:47:00,101,1,13A,Agg Assault,The Villages at Castleberry Hill,T,33.746466,-84.406626
212140355,2021-08-02,Monday,06:59:00,211,2,23C,Larceny Non Vehicle,Lindbergh/Morosgo,B,33.822946,-84.365589
212140370,2021-08-02,Monday,11:39:00,509,5,23F,Larceny From Vehicle,Downtown,M,33.769068,-84.38209
212140373,2021-08-01,Sunday,22:00:00,507,5,23F,Larceny From Vehicle,Castleberry Hill,M,33.749524,-84.403518
212140376,2021-08-01,Sunday,02:00:00,501,5,23D,Larceny Non Vehicle,Home Park,E,33.785933,-84.399962
212140398,2021-07-30,Friday,16:30:00,512,5,220,Burglary,Downtown,M,33.752384,-84.395132
212140401,2021-08-01,Sunday,18:00:00,101,1,23F,Larceny From Vehicle,The Villages at Castleberry Hill,T,33.746202,-84.408236
212140501,2021-07-30,Friday,16:00:00,607,6,23H,Larceny Non Vehicle,Ormewood Park,W,33.724916,-84.351924
212140510,2021-08-02,Monday,10:01:00,301,3,23F,Larceny From Vehicle,Adair Park,V,33.726881,-84.410902
212140545,2021-07-31,Saturday,16:30:00,402,4,23H,Larceny Non Vehicle,Oakland City,S,33.728504,-84.426882
212140572,2021-07-30,Friday,08:00:00,111,1,23F,Larceny From Vehicle,NA,I,33.755126,-84.484677
212140576,2021-08-02,Monday,09:57:00,306,3,23F,Larceny From Vehicle,Polar Rock,Z,33.69701,-84.40468
212140580,2021-07-31,Saturday,12:00:00,407,4,220,Burglary,Fairburn Mays,H,33.743964,-84.507654
212140587,2021-07-30,Friday,17:00:00,507,5,220,Burglary,Castleberry Hill,M,33.746087,-84.401769
212140604,2021-08-01,Sunday,19:00:00,101,1,23F,Larceny From Vehicle,The Villages at Castleberry Hill,T,33.750544,-84.410904
212140638,2021-08-01,Sunday,22:00:00,612,6,220,Burglary,East Atlanta,W,33.740271,-84.336223
212140698,2021-08-02,Monday,12:50:00,510,5,23F,Larceny From Vehicle,Downtown,M,33.755194,-84.38146
212140725,2021-08-02,Monday,12:24:00,302,3,220,Burglary,Pittsburgh,V,33.731799,-84.407806
212140728,2021-07-31,Saturday,17:40:00,205,2,23F,Larceny From Vehicle,NA,C,33.815952,-84.403424
212140744,2021-08-01,Sunday,21:00:00,606,6,23F,Larceny From Vehicle,Reynoldstown,N,33.750055,-84.360937
212140831,2021-08-02,Monday,12:10:00,404,4,23F,Larceny From Vehicle,Westview,T,33.738792,-84.439897
212140840,2021-08-02,Monday,11:20:00,402,4,23F,Larceny From Vehicle,West End,T,33.734826,-84.431385
212140889,2021-08-01,Sunday,00:00:00,212,2,240,Auto Theft,Piedmont Heights,F,33.810621,-84.368996
212140920,2021-08-02,Monday,11:55:00,406,4,23F,Larceny From Vehicle,Cascade Avenue/Road,S,33.722813,-84.461339
212140923,2021-08-02,Monday,13:05:00,201,2,120,Robbery,NA,C,33.819894,-84.446088
212140966,2021-08-02,Monday,15:00:00,601,6,240,Auto Theft,Virginia Highland,F,33.776407,-84.364855
212141025,2021-08-02,Monday,14:27:00,602,6,240,Auto Theft,Inman Park,N,33.75989,-84.362328
212141029,2021-08-02,Monday,14:20:00,507,5,240,Auto Theft,Castleberry Hill,M,33.748442,-84.401023
212141030,2021-08-02,Monday,14:32:00,614,6,23H,Larceny Non Vehicle,Midtown,E,33.777972,-84.373128
212141052,2021-08-01,Sunday,22:00:00,207,2,23F,Larceny From Vehicle,Ardmore,E,33.807638,-84.396211
212141055,2021-08-02,Monday,14:46:00,409,4,23H,Larceny Non Vehicle,Southwest,R,33.695625,-84.498847
212141115,2021-08-02,Monday,13:00:00,310,3,23F,Larceny From Vehicle,Polar Rock,Z,33.694414,-84.39066
212141119,2021-08-02,Monday,15:33:00,610,6,23F,Larceny From Vehicle,Kirkwood,O,33.751033,-84.331558
212141120,2021-08-01,Sunday,22:00:00,301,3,23F,Larceny From Vehicle,Capitol View,X,33.720802,-84.41711
212141141,2021-08-02,Monday,10:00:00,611,6,23H,Larceny Non Vehicle,East Lake,O,33.750293,-84.304949
212141166,2021-08-01,Sunday,21:00:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.759313,-84.375614
212141180,2021-08-02,Monday,14:00:00,504,5,23F,Larceny From Vehicle,Downtown,M,33.764895,-84.387016
212141241,2021-08-02,Monday,15:15:00,509,5,23F,Larceny From Vehicle,Downtown,M,33.760048,-84.384067
212141242,2021-08-02,Monday,16:39:00,409,4,23F,Larceny From Vehicle,Adams Park,R,33.721017,-84.455212
212141252,2021-08-02,Monday,16:15:00,603,6,120,Robbery,Old Fourth Ward,M,33.769062,-84.374506
212141264,2021-06-01,Tuesday,17:20:00,414,4,23H,Larceny Non Vehicle,Tampa Park,P,33.678444,-84.509666
212141271,2021-08-02,Monday,08:30:00,510,5,23F,Larceny From Vehicle,Downtown,M,33.753957,-84.387317
212141278,2021-08-02,Monday,16:00:00,604,6,120,Robbery,Old Fourth Ward,M,33.763663,-84.375302
212141282,2021-08-02,Monday,17:02:00,509,5,23C,Larceny Non Vehicle,Downtown,M,33.760439,-84.387024
212141303,2021-08-02,Monday,16:20:00,508,5,23F,Larceny From Vehicle,Downtown,M,33.762301,-84.396433
212141348,2021-08-02,Monday,17:15:00,501,5,23F,Larceny From Vehicle,Home Park,E,33.784118,-84.411245
212141384,2021-08-02,Monday,16:00:00,504,5,23F,Larceny From Vehicle,Marietta Street Artery,E,33.777983,-84.408411
212141407,2021-08-02,Monday,18:09:00,311,3,23C,Larceny Non Vehicle,Glenrose Heights,Z,33.680735,-84.394494
212141428,2021-07-30,Friday,18:19:00,211,2,220,Burglary,Lindbergh/Morosgo,B,33.820296,-84.371648
212141435,2021-08-02,Monday,16:15:00,507,5,23F,Larceny From Vehicle,Castleberry Hill,M,33.749812,-84.400944
212141436,2021-08-02,Monday,18:23:00,101,1,13A,Agg Assault,Atlanta University Center,T,33.752837,-84.417532
212141491,2021-08-02,Monday,18:56:00,501,5,240,Auto Theft,Home Park,E,33.785891,-84.40047
212141501,2021-08-02,Monday,18:50:00,607,6,120,Robbery,Woodland Hills,W,33.720665,-84.350424
212141535,2021-07-24,Saturday,08:00:00,602,6,23D,Larceny Non Vehicle,Inman Park,N,33.760411,-84.36163
212141557,2021-08-02,Monday,19:15:00,204,2,23F,Larceny From Vehicle,Underwood Hills,D,33.804157,-84.427578
212141566,2021-08-02,Monday,19:37:00,609,6,13A,Agg Assault,Edgewood,O,33.755536,-84.336026
212141622,2021-08-02,Monday,20:00:00,114,1,23H,Larceny Non Vehicle,English Park,G,33.787841,-84.493845
212141730,2021-08-02,Monday,20:45:00,602,6,23F,Larceny From Vehicle,Inman Park,N,33.763998,-84.350572
212141759,2021-08-02,Monday,22:30:00,508,5,120,Robbery,Downtown,M,33.756736,-84.389241
212141763,2021-08-02,Monday,21:00:00,508,5,23H,Larceny Non Vehicle,Downtown,M,33.755271,-84.389134
212141764,2021-08-02,Monday,21:15:00,602,6,23F,Larceny From Vehicle,Inman Park,N,33.762532,-84.359736
212141784,2021-08-02,Monday,22:23:00,205,2,23F,Larceny From Vehicle,Wildwood (NPU-C),C,33.810215,-84.413558
212141824,2021-08-02,Monday,23:35:00,107,1,240,Auto Theft,Grove Park,J,33.765981,-84.437233
212141827,2021-08-02,Monday,23:43:00,102,1,23H,Larceny Non Vehicle,Vine City,L,33.759135,-84.41506
212150020,2021-08-03,Tuesday,00:20:00,512,5,13A,Agg Assault,Capitol Gateway,V,33.74509,-84.38979
212150067,2021-08-03,Tuesday,00:47:00,503,5,23F,Larceny From Vehicle,Midtown,E,33.78359,-84.382797
212150094,2021-08-03,Tuesday,01:09:00,402,4,23H,Larceny Non Vehicle,Oakland City,S,33.730058,-84.421098
212150169,2021-08-02,Monday,21:00:00,506,5,23H,Larceny Non Vehicle,English Avenue,L,33.763762,-84.417088
212150200,2021-08-02,Monday,21:00:00,609,6,23F,Larceny From Vehicle,Edgewood,O,33.757094,-84.347855
212150266,2021-08-03,Tuesday,04:20:00,401,4,240,Auto Theft,West End,T,33.737799,-84.420407
212150301,2021-08-03,Tuesday,05:10:00,103,1,23H,Larceny Non Vehicle,Riverside,D,33.8084,-84.470257
212150348,2021-08-03,Tuesday,06:55:00,605,6,23C,Larceny Non Vehicle,Grant Park,W,33.744359,-84.379739
212150393,2021-08-02,Monday,16:00:00,303,3,23G,Larceny From Vehicle,Mechanicsville,V,33.743008,-84.399676
212150413,2021-08-02,Monday,07:00:00,505,5,23F,Larceny From Vehicle,Midtown,E,33.773629,-84.384696
212150476,2021-07-30,Friday,17:00:00,410,4,23H,Larceny Non Vehicle,Fort Valley,R,33.700335,-84.451018
212150510,2021-08-02,Monday,17:00:00,505,5,23F,Larceny From Vehicle,Midtown,E,33.778307,-84.385332
212150515,2021-08-03,Tuesday,09:00:00,207,2,240,Auto Theft,Berkeley Park,D,33.79803,-84.413854
212150592,2021-08-03,Tuesday,08:51:00,105,1,23F,Larceny From Vehicle,West Lake,J,33.757892,-84.441739
212150627,2021-07-30,Friday,00:00:00,412,4,23H,Larceny Non Vehicle,NA,P,33.701191,-84.536732
212150629,2021-07-30,Friday,00:00:00,413,4,23H,Larceny Non Vehicle,Fairburn Tell,P,33.679632,-84.52016
212150631,2021-07-30,Friday,00:00:00,414,4,23H,Larceny Non Vehicle,NA,P,33.670276,-84.503525
212150663,2021-08-03,Tuesday,10:00:00,405,4,23C,Larceny Non Vehicle,Florida Heights,I,33.751214,-84.465442
212150694,2021-08-03,Tuesday,09:10:00,406,4,23F,Larceny From Vehicle,Beecher Hills,I,33.727261,-84.461361
212150698,2021-08-02,Monday,16:00:00,104,1,23G,Larceny From Vehicle,Harris Chiles,T,33.742098,-84.418285
212150740,2021-08-03,Tuesday,11:01:00,104,1,23F,Larceny From Vehicle,Ashview Heights,T,33.750669,-84.424556
212150770,2021-08-03,Tuesday,11:00:00,612,6,23F,Larceny From Vehicle,East Atlanta,W,33.738784,-84.330045
212150880,2021-08-03,Tuesday,13:02:00,302,3,23H,Larceny Non Vehicle,Pittsburgh,V,33.720962,-84.397799
212150954,2021-08-03,Tuesday,11:00:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.754921,-84.376798
212150994,2021-08-03,Tuesday,12:55:00,404,4,240,Auto Theft,Westview,T,33.739817,-84.445938
212151003,2021-08-02,Monday,21:30:00,211,2,23F,Larceny From Vehicle,Lindbergh/Morosgo,B,33.822382,-84.370308
212151003,2021-08-02,Monday,21:30:00,211,2,240,Auto Theft,Lindbergh/Morosgo,B,33.822382,-84.370308
212151011,2021-08-03,Tuesday,06:30:00,508,5,23H,Larceny Non Vehicle,Downtown,M,33.757453,-84.392698
212151020,2021-07-29,Thursday,10:00:00,104,1,23H,Larceny Non Vehicle,West End,T,33.746783,-84.428435
212151095,2021-08-03,Tuesday,03:00:00,301,3,240,Auto Theft,Adair Park,V,33.728077999999996,-84.414433
212151114,2021-08-03,Tuesday,13:00:00,402,4,23F,Larceny From Vehicle,West End,T,33.736606,-84.425168
212151118,2021-08-03,Tuesday,13:30:00,310,3,240,Auto Theft,Browns Mill Park,Z,33.687986,-84.367649
212151134,2021-08-03,Tuesday,14:57:00,310,3,13A,Agg Assault,Browns Mill Park,Z,33.681434,-84.3967
212151143,2021-07-29,Thursday,20:00:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.759317,-84.374433
212151178,2021-08-03,Tuesday,14:30:00,604,6,23H,Larceny Non Vehicle,Old Fourth Ward,M,33.760984,-84.365904
212151185,2021-08-03,Tuesday,12:50:00,505,5,240,Auto Theft,Midtown,E,33.771562,-84.385455
212151217,2021-07-29,Thursday,00:40:00,612,6,23F,Larceny From Vehicle,East Atlanta,W,33.739994,-84.345391
212151249,2021-08-03,Tuesday,13:26:00,307,3,23H,Larceny Non Vehicle,Lakewood Heights,Y,33.700548,-84.373751
212151258,2021-08-02,Monday,12:10:00,510,5,23D,Larceny Non Vehicle,Downtown,M,33.757962,-84.384102
212151274,2021-07-31,Saturday,22:00:00,302,3,23F,Larceny From Vehicle,Pittsburgh,V,33.730306,-84.400996
212151292,2021-08-01,Sunday,17:00:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.74955,-84.378223
212151314,2021-07-13,Tuesday,11:26:00,205,2,23H,Larceny Non Vehicle,Wildwood (NPU-C),C,33.809042,-84.416242
212151421,2021-08-03,Tuesday,17:50:00,508,5,23F,Larceny From Vehicle,Downtown,M,33.762622,-84.389616
212151445,2021-07-31,Saturday,17:40:00,401,4,23H,Larceny Non Vehicle,West End,T,33.740538,-84.416983
212151460,2021-08-03,Tuesday,13:00:00,111,1,23H,Larceny Non Vehicle,Westhaven,I,33.755545,-84.476487
212151474,2021-08-02,Monday,23:00:00,501,5,23F,Larceny From Vehicle,Atlantic Station,E,33.791097,-84.397636
212151560,2021-08-03,Tuesday,15:50:00,208,2,23F,Larceny From Vehicle,Buckhead Forest,B,33.844466,-84.374216
212151578,2021-08-03,Tuesday,17:50:00,604,6,13A,Agg Assault,Sweet Auburn,M,33.754333,-84.376511
212151614,2021-07-26,Monday,12:00:00,503,5,23H,Larceny Non Vehicle,Midtown,E,33.779658,-84.387148
212151632,2021-08-03,Tuesday,17:06:00,507,5,23F,Larceny From Vehicle,Castleberry Hill,M,33.747797,-84.401725
212151687,2021-08-03,Tuesday,17:30:00,507,5,23F,Larceny From Vehicle,Castleberry Hill,M,33.749615,-84.401313
212151689,2021-08-03,Tuesday,19:45:00,406,4,23H,Larceny Non Vehicle,Cascade Avenue/Road,S,33.722718,-84.462053
212151701,2021-08-03,Tuesday,00:01:00,306,3,13A,Agg Assault,Sylvan Hills,X,33.71026,-84.423659
212151712,2021-08-03,Tuesday,18:30:00,505,5,23F,Larceny From Vehicle,Midtown,E,33.777591,-84.384843
212151765,2021-08-03,Tuesday,19:30:00,309,3,23C,Larceny Non Vehicle,Perkerson,X,33.687864,-84.408888
212151775,2021-07-29,Thursday,01:45:00,509,5,23D,Larceny Non Vehicle,Downtown,M,33.761507,-84.386681
212151798,2021-08-03,Tuesday,20:11:00,103,1,23C,Larceny Non Vehicle,Bolton,D,33.819043,-84.461842
212151953,2021-08-03,Tuesday,21:30:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.752939,-84.3727
212151988,2021-08-03,Tuesday,14:00:00,501,5,23H,Larceny Non Vehicle,Home Park,E,33.784682,-84.403463
212151997,2021-08-03,Tuesday,18:55:00,601,6,23F,Larceny From Vehicle,Virginia Highland,F,33.78172,-84.354354
212152006,2021-07-26,Monday,14:30:00,105,1,23H,Larceny Non Vehicle,Hunter Hills,K,33.76152,-84.434609
212152047,2021-08-03,Tuesday,21:40:00,602,6,23F,Larceny From Vehicle,Inman Park,N,33.764459,-84.350324
212152069,2021-08-03,Tuesday,23:10:00,512,5,13A,Agg Assault,Downtown,M,33.752637,-84.393487
212152105,2021-08-03,Tuesday,21:30:00,613,6,23F,Larceny From Vehicle,Lindridge/Martin Manor,F,33.815922,-84.352233
212160044,2021-08-04,Wednesday,00:34:00,409,4,13A,Agg Assault,Adams Park,R,33.7057,-84.461682
212160065,2021-08-04,Wednesday,00:12:00,609,6,23H,Larceny Non Vehicle,Edgewood,O,33.753027,-84.347119
212160072,2021-08-03,Tuesday,06:00:00,301,3,220,Burglary,Capitol View,X,33.718568,-84.412649
212160077,2021-08-04,Wednesday,00:30:00,114,1,13A,Agg Assault,English Park,G,33.791705,-84.493532
212160110,2021-08-04,Wednesday,00:45:00,507,5,13A,Agg Assault,Downtown,M,33.757817,-84.395095
212160156,2021-08-04,Wednesday,02:01:00,103,1,23C,Larceny Non Vehicle,Blandtown,D,33.800605,-84.425919
212160212,2021-08-04,Wednesday,02:53:00,604,6,13A,Agg Assault,Sweet Auburn,M,33.75477,-84.376775
212160224,2021-08-03,Tuesday,16:00:00,502,5,23F,Larceny From Vehicle,Midtown,E,33.788905,-84.388645
212160307,2021-08-04,Wednesday,05:01:00,108,1,23F,Larceny From Vehicle,Penelope Neighbors,J,33.75305,-84.451239
212160313,2021-08-04,Wednesday,05:12:00,411,4,23F,Larceny From Vehicle,Greenbriar,R,33.690005,-84.488613
212160378,2021-08-03,Tuesday,11:05:00,104,1,23F,Larceny From Vehicle,Mozley Park,K,33.752289,-84.44293
212160392,2021-08-04,Wednesday,00:30:00,313,3,23H,Larceny Non Vehicle,South River Gardens,Z,33.659795,-84.352657
212160423,2021-08-04,Wednesday,07:00:00,610,6,23F,Larceny From Vehicle,Kirkwood,O,33.74619,-84.336028
212160439,2021-08-03,Tuesday,20:00:00,614,6,23F,Larceny From Vehicle,Midtown,E,33.774891,-84.370439
212160590,2021-07-19,Monday,20:00:00,301,3,13A,Agg Assault,Oakland City,S,33.724049,-84.415363
212160646,2021-08-04,Wednesday,06:15:00,402,4,23F,Larceny From Vehicle,West End,T,33.734088,-84.42971
212160707,2021-08-03,Tuesday,08:00:00,504,5,23F,Larceny From Vehicle,Downtown,M,33.767952,-84.395244
212160735,2021-08-04,Wednesday,10:10:00,407,4,23F,Larceny From Vehicle,Adamsville,H,33.758373,-84.505925
212160807,2021-08-02,Monday,19:00:00,209,2,240,Auto Theft,North Buckhead,B,33.852883,-84.365375
212160828,2021-08-04,Wednesday,10:00:00,201,2,23F,Larceny From Vehicle,Paces,A,33.849338,-84.452868
212160874,2021-08-01,Sunday,12:00:00,211,2,23F,Larceny From Vehicle,Lindbergh/Morosgo,B,33.828548,-84.36645
212160902,2021-08-04,Wednesday,11:45:00,607,6,23C,Larceny Non Vehicle,Custer/McDonough/Guice,W,33.712946,-84.350124
212161015,2021-08-03,Tuesday,17:00:00,104,1,23H,Larceny Non Vehicle,Ashview Heights,T,33.748728,-84.417739
212161142,2021-08-04,Wednesday,12:43:00,306,3,23H,Larceny Non Vehicle,Sylvan Hills,X,33.701259,-84.413966
212161171,2021-07-27,Tuesday,15:00:00,208,2,23H,Larceny Non Vehicle,Buckhead Forest,B,33.84988,-84.380252
212161223,2021-08-04,Wednesday,14:36:00,606,6,220,Burglary,Grant Park,W,33.745374,-84.363831
212161226,2021-08-04,Wednesday,13:24:00,205,2,23F,Larceny From Vehicle,Wildwood (NPU-C),C,33.810323,-84.414573
212161295,2021-08-04,Wednesday,06:00:00,503,5,23H,Larceny Non Vehicle,Midtown,E,33.782283,-84.388232
212161319,2021-08-04,Wednesday,11:15:00,305,3,23F,Larceny From Vehicle,South Atlanta,Y,33.709634,-84.38255
212161364,2021-08-04,Wednesday,15:15:00,204,2,240,Auto Theft,Underwood Hills,D,33.812205,-84.431423
212161381,2021-08-04,Wednesday,15:51:00,403,4,220,Burglary,Oakland City,S,33.725232,-84.430587
212161419,2021-08-04,Wednesday,16:10:00,309,3,240,Auto Theft,Perkerson,X,33.69607,-84.409511
212161445,2021-08-04,Wednesday,09:00:00,412,4,23H,Larceny Non Vehicle,Ashley Courts,P,33.71832,-84.523725
212161447,2021-08-04,Wednesday,16:20:00,202,2,23F,Larceny From Vehicle,West Paces Ferry/Northside,A,33.846883,-84.428137
212161485,2021-08-04,Wednesday,16:15:00,401,4,240,Auto Theft,West End,T,33.740528,-84.416709
212161510,2021-08-04,Wednesday,17:00:00,206,2,23F,Larceny From Vehicle,Buckhead Village,B,33.841276,-84.373073
212161602,2021-08-04,Wednesday,03:00:00,510,5,240,Auto Theft,Downtown,M,33.756482,-84.381742
212161620,2021-08-04,Wednesday,19:41:00,406,4,23F,Larceny From Vehicle,NA,I,33.722653,-84.500912
212161635,2021-08-03,Tuesday,10:04:00,603,6,220,Burglary,Old Fourth Ward,M,33.764279,-84.370353
212161675,2021-08-04,Wednesday,18:26:00,411,4,23H,Larceny Non Vehicle,Greenbriar,R,33.690451,-84.489634
212161806,2021-08-04,Wednesday,18:30:00,206,2,23F,Larceny From Vehicle,Garden Hills,B,33.836345,-84.377405
212161826,2021-08-04,Wednesday,03:30:00,509,5,23F,Larceny From Vehicle,Downtown,M,33.764905,-84.382598
212161861,2021-08-04,Wednesday,20:00:00,302,3,13A,Agg Assault,Pittsburgh,V,33.72518,-84.403009
212161872,2021-08-03,Tuesday,16:00:00,304,3,23F,Larceny From Vehicle,Peoplestown,V,33.72965,-84.39257
212161877,2021-08-04,Wednesday,18:50:00,211,2,23F,Larceny From Vehicle,Peachtree Hills,B,33.81984,-84.388358
212161940,2021-08-04,Wednesday,19:00:00,306,3,23H,Larceny Non Vehicle,Sylvan Hills,X,33.700804,-84.410183
212161992,2021-08-04,Wednesday,22:30:00,308,3,09A,Homicide,Thomasville Heights,Z,33.705266,-84.35643
212162059,2021-08-04,Wednesday,22:25:00,602,6,23F,Larceny From Vehicle,Poncey-Highland,N,33.773012,-84.352257
212162073,2021-08-04,Wednesday,22:25:00,212,2,240,Auto Theft,Morningside/Lenox Park,F,33.808287,-84.365558
212162121,2021-08-04,Wednesday,23:07:00,601,6,23F,Larceny From Vehicle,Virginia Highland,F,33.777507,-84.352942
212162123,2021-08-05,Thursday,00:55:00,503,5,23F,Larceny From Vehicle,Midtown,E,33.785146,-84.382669
212162127,2021-08-04,Wednesday,23:10:00,212,2,13A,Agg Assault,Morningside/Lenox Park,F,33.811016,-84.358221
212162160,2021-08-04,Wednesday,14:00:00,602,6,23F,Larceny From Vehicle,Inman Park,N,33.754429,-84.36262
212170031,2021-08-04,Wednesday,22:15:00,605,6,23F,Larceny From Vehicle,Grant Park,W,33.741826,-84.368504
212170109,2021-08-04,Wednesday,19:31:00,604,6,23F,Larceny From Vehicle,Sweet Auburn,M,33.752553,-84.375323
212170111,2021-08-05,Thursday,01:00:00,508,5,23F,Larceny From Vehicle,Downtown,M,33.759116,-84.388351
212170262,2021-08-05,Thursday,03:40:00,211,2,23C,Larceny Non Vehicle,Lindbergh/Morosgo,B,33.825441,-84.362192
212170321,2021-08-05,Thursday,01:13:00,501,5,23F,Larceny From Vehicle,Atlantic Station,E,33.792263,-84.394378
212170387,2021-08-05,Thursday,14:24:00,510,5,23C,Larceny Non Vehicle,Downtown,M,33.757755,-84.382521
212170457,2021-08-04,Wednesday,20:00:00,608,6,23F,Larceny From Vehicle,Candler Park,N,33.763948,-84.348756
212170480,2021-08-04,Wednesday,18:00:00,114,1,220,Burglary,Fairburn Heights,H,33.778266,-84.49967
212170506,2021-08-05,Thursday,08:30:00,609,6,23C,Larceny Non Vehicle,Edgewood,O,33.755985,-84.348131
212170534,2021-08-04,Wednesday,23:30:00,504,5,240,Auto Theft,Downtown,M,33.765837,-84.393167
212170544,2021-08-04,Wednesday,21:00:00,601,6,23F,Larceny From Vehicle,Virginia Highland,F,33.775722,-84.361994
212170546,2021-08-05,Thursday,09:19:00,405,4,23C,Larceny Non Vehicle,Harland Terrace,I,33.751745,-84.46786
212170561,2021-08-05,Thursday,02:05:00,504,5,220,Burglary,Marietta Street Artery,E,33.778602,-84.410602
212170564,2021-08-05,Thursday,09:00:00,602,6,23C,Larceny Non Vehicle,Poncey-Highland,N,33.770897,-84.352181
212170569,2021-08-05,Thursday,01:00:00,112,1,23G,Larceny From Vehicle,Brookview Heights,G,33.786189,-84.491129
212170611,2021-08-02,Monday,01:05:00,207,2,240,Auto Theft,Loring Heights,E,33.792091,-84.40677
212170641,2021-08-05,Thursday,06:24:00,109,1,23D,Larceny Non Vehicle,Almond Park,G,33.784036,-84.463594
